"No.","Time","Source","Destination","Protocol","Length","Info"
"2895","54.383038735","100.0.0.13","100.7.0.15","TCP","58","38491  >  167 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2896","54.383057346","100.0.0.13","100.7.0.15","TCP","58","38491  >  128 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2897","54.383074302","100.0.0.13","100.7.0.15","TCP","58","38491  >  705 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2898","54.383100473","100.0.0.13","100.7.0.15","TCP","58","38491  >  854 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2899","54.383120148","100.0.0.13","100.7.0.15","TCP","58","38491  >  18 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2900","54.393224639","100.7.0.15","100.0.0.13","TCP","54","746  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2901","54.393252374","100.7.0.15","100.0.0.13","TCP","54","511  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2902","54.393273490","100.7.0.15","100.0.0.13","TCP","54","254  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2903","54.393293361","100.7.0.15","100.0.0.13","TCP","54","174  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2904","54.393313712","100.7.0.15","100.0.0.13","TCP","54","897  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2905","54.393333143","100.7.0.15","100.0.0.13","TCP","54","507  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2906","54.393352744","100.7.0.15","100.0.0.13","TCP","54","173  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2907","54.393380943","100.7.0.15","100.0.0.13","TCP","54","251  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2908","54.393409150","100.7.0.15","100.0.0.13","TCP","54","832  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2909","54.393437366","100.7.0.15","100.0.0.13","TCP","54","651  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2910","54.393456636","100.7.0.15","100.0.0.13","TCP","54","218  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2911","54.393474817","100.7.0.15","100.0.0.13","TCP","54","190  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2912","54.393494360","100.7.0.15","100.0.0.13","TCP","54","101  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2913","54.393523374","100.7.0.15","100.0.0.13","TCP","54","407  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
